index,episode,sheet,speaker,english,dutch
35,E2,E2_Confession_localization,Sad Ass,I-I didn't mean for things to get this out of control...,Ik w-wou helemaal niet dat de z-zaken zo ontspoorden...
36,E2,E2_Confession_localization,Sad Ass,You're lying... I'm so skinny you can see my ribs through my fur...,Je liegt... ik ben zo mager dat je mijn ribben door mijn vacht heen kan zien...
37,E2,E2_Confession_localization,Sad Ass,I'm so tired... I barely made it back...,Ik ben zo moe... ik ben nauwelijks terug hier geraakt.
38,E2,E2_Confession_localization,Sad Ass,Nice Ass...?,(Nice Ass)...?
39,E2,E2_Confession_localization,Sad Ass,Has anyone been hurt in the fire...?,Is er iemand gewond geraakt in het vuur...?
40,E2,E2_Confession_localization,Sad Ass,Not Trusty Ass...,Niet (Trusty Ass)...
41,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW!,HIEEEEEEEEEEEE!
42,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW!!,HAAAAAAAAAAA!
43,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW!!!,HEEEEEEEEEE HAAAAAAAAAAA!!!!!
44,E2,E2_Confession_localization,Sad Ass,IT'S ALL MY FAULT.,HET IS ALLEMAAL MIJN FOUT.
45,E2,E2_Confession_localization,Sad Ass,And the Humans?,En de Mensen?
46,E2,E2_Confession_localization,Sad Ass,OH NO!!!,OH NEE!!!
47,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW,HEEEEEEEEEE!
48,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW,HAAAAAAAAAAAAA!!
49,E2,E2_Confession_localization,Sad Ass,HEEEEHAWWWWW,HEEEEEEEEEE!!
50,E2,E2_Confession_localization,Sad Ass,IT'S ALL MY FAULT.,HET IS ALLEMAAL MIJN FOUT.
51,E2,E2_Confession_localization,Sad Ass,I was just trying to help...,Ik probeerde gewoon te helpen...
52,E2,E2_Confession_localization,Sad Ass,"I only meant to destroy one of the Humans' ugly Car-Machines, not set everything ablaze!!","Ik wou slechts één van de lelijke Auto-Machines van de Mensen vernielen, niet alles in de fik steken!"
53,E2,E2_Confession_localization,Sad Ass,You gotta believe me!,Je moet me geloven!
54,E2,E2_Confession_localization,Sad Ass,There's no going back...,Hier komen we niet van terug...
55,E2,E2_Confession_localization,Sad Ass,...,...
56,E2,E2_Confession_localization,Sad Ass,I don't belong on this Farm...,Ik hoor niet op deze Boerderij thuis...
57,E2,E2_Confession_localization,Sad Ass,My heart is buried under layers of coal...,Mijn hart ligt bedolven onder lagen en lagen van steenkool...
58,E2,E2_Confession_localization,Sad Ass,Is life supposed to be so full of pain?,Hoort het leven zo vol van pijn en verdriet te zijn?
59,E2,E2_Confession_localization,Sad Ass,...Are you still there?,...Ben je daar nog?
60,E2,E2_Confession_localization,Sad Ass,...Are you still there?,...Ben je er nog?
61,E2,E2_Confession_localization,Sad Ass,Tell me the truth... Do you remember the colour of Lazy's beautiful eyes?,Vertel me de waarheid... Herinner je je de kleur van (Lazy Ass) mooie ogen nog?
62,E2,E2_Confession_localization,Sad Ass,You don't...,Je kan het niet meer herinneren...
63,E2,E2_Confession_localization,Sad Ass,You do remember...?,Je herinnert het dan toch...?
64,E2,E2_Confession_localization,Sad Ass,"Nice Ass, I never meant for this to happen...","(Nice Ass), ik wou nooit dat dit gebeurde..."
65,E2,E2_Confession_localization,Sad Ass,"Please, promise me you'll keep this secret between you and me...?","Alsjeblief, beloof me dat je dit tussen ons houdt...?"
66,E2,E2_Confession_localization,Sad Ass,I'm sorry you won't be able to plow these fields anymore...,"Het spijt me, maar je gaat deze velden nooit meer kunnen ploegen."
67,E2,E2_Confession_localization,Sad Ass,Huh? It's raining...,Hé? Het regent...
68,E3,E3_Mine1F_localization,Sad Ass,*whimper*,*snik*
69,E3,E3_Mine1F_localization,Sad Ass,Sorry... I’m not really in the mood to play.,Sorry... Ik ben eigenlijk nie in de stemming om te spelen.
70,E3,E3_Mine1F_localization,Sad Ass,*sigh* Because some days your Uncle Sad Ass just doesn't know why he's alive...,*zucht* Omdat uw Nonkel Triestigaard sommige dagen zelf nie weet waarom hij nog leeft...
71,E3,E3_Mine1F_localization,Sad Ass,Yes... She's just like her sister Lazy used to be.,Ja... Ze is net zoals haar zus Luijetje vroeger was.
72,E3,E3_Mine1F_localization,Sad Ass,Full of wisdom.,Vol wijsheid.
73,E3,E3_Mine1F_localization,Sad Ass,"Lazy always said, ""Boredom is...""",Lazy zei altijd: “Verveling is...”
74,E3,E3_Mine1F_localization,Sad Ass,"""is..."" *whimper*",“is...” *snik*
75,E3,E3_Mine1F_localization,Sad Ass,*sigh*,*zucht*
76,E3,E3_Mine1F_localization,Sad Ass,"You're going to tell the others I set the Fire, aren't you...","Ge gaat de anderen zeggen dat ik het Vuur heb gesticht, hè…"
77,E3,E3_Mine1F_localization,Sad Ass,You say that... but not everything you say is true.,Ge zegt dat wel… maar niet alles wat ge zegt is waar.
78,E3,E3_Mine1F_localization,Sad Ass,That day in the Outhouse... I really thought that things would get better.,Die dag in de Hudo... Ik dacht echt da ’t beter ging worden.
79,E3,E3_Mine1F_localization,Sad Ass,But they haven't.,Maar dat is nie gebeurd.
80,E3,E3_Mine1F_localization,Sad Ass,*whimper*,*snik*
81,E4,E4_Mine1F_localization,Sad Ass,Oh Sick... you don't look like you have much time left...,Oh Snotje... je ziet er toch niet al te best uit...
82,E4,E4_Mine1F_localization,Sad Ass,*whimper*,*boehoehoe*
83,E4,E4_Mine1F_localization,Sad Ass,You and I can sit Vigil together. I don't have my candle though...,Wij kunnen de dienst houden. Ik heb wel mijn kaars niet mee...
84,E4,E4_Mine1F_localization,Sad Ass,Today is just as dark as yesterday and will be just as dark as tomorrow.,"Vandaag is net zo duister als gisteren, en zal zo duister als morgen zijn."
85,E4,E4_HerdSplits_localization,Sad Ass,I...,Ik...
86,E4,E4_HerdSplits_localization,Sad Ass,"Someone once said to me, we have to honour the legacy of those who came before us.",Iemand zei me ooit dat we de nagedachtenis van onze voorouders moeten eren.
87,E4,E4_HerdSplits_localization,Sad Ass,So I think it's about time I pick myself up and try to live the life that Lazy wanted.,"Dus misschien is het tijd dat ik mezelf eens bijeen raap om het leven dat Luitje voor me wou, te beleven."
88,E4,E4_HerdSplits_localization,Sad Ass,I'm staying here.,Ik blijf hier.
89,E4,E4_HerdSplits_localization,Sad Ass,"Someone once said to me, that if you aren't doing something that brings you joy, you should do something different.","Iemand zei me ooit dat als je geen vreugde haalt uit wat je doet, je misschien eens iets anders moet proberen."
90,E4,E4_HerdSplits_localization,Sad Ass,So I think it’s time for me to get a fresh start.,Dus ik denk dat het tijd is voor een verse start.
91,E4,E4_HerdSplits_localization,Sad Ass,I'll come with you Smart Ass.,Ik kom met jullie mee Betweter.
92,E4,E4_Mine1F_Exit_localization,Sad Ass,"*whimper* Take care, Comrade.","*boehoehoe* Het ga je goed, Kameraad."
93,E4,E4_Mine1F_Exit_localization,Sad Ass,*whimper*,*boehoehoe*
94,E5,E5_CircusMain_localization,Sad Ass,...I'm not sure real Bears ride bicycles though...,...Ik ben niet zeker of beren wel op fietsen rijden...
95,E5,E5_CircusMain_localization,Sad Ass,Says all of you who don't have to ride a bicycle...,Zeggen de mensen die niet moeten fietsen op een circusfiets...
96,E5,E5_CircusMain_localization,Sad Ass,... I'm not made to ride a bike...,...ik ben niet gemaakt om te fietsen...
97,E5,E5_CircusMain_localization,Sad Ass,"I don't want to derail the show, but it troubles me that I haven't found my talent yet...","Ik wil de show niet verpesten, maar ik maak me wat zorgen dat ik mijn roeping nog niet gevonden heb..."
98,E5,E5_CircusMain_localization,Sad Ass,... maybe tomorrow I can try the Seal act again...,...misschien kan ik morgen mijn Zeehonden-act opnieuw doen...
99,E5,E5_CircusMain_localization,Sad Ass,Thanks... I've really got a handle on it now.,Dankjewel... ik heb het intussen onder de knie.
100,E5,E5_CircusMain_localization,Sad Ass,"...you know, I'm really glad I came with you, Comrades...","...weet je, ik ben blij dat ik met jullie ben meegekomen, Kameraden..."
101,E5,E5_CircusMain_localization,Sad Ass,Is this what it feels like...,Is dit dan hoe het voelt om...
102,E5,E5_CircusMain_localization,Sad Ass,...to be happy?,...gelukkig te zijn?
103,E5,E5_CircusMain_localization,Sad Ass,*whimper*,*boe-hoe-hoe-hoe*
104,E5,E5_Zoo_Introduction_localizatio,Sad Ass,*sigh*,*zucht*
105,E5,E5_ZooMain_localization,Sad Ass,*sigh* All this fuss for a lousy title.,*zucht* Al dit gedoe voor een onnozele titel.
106,E5,E5_ZooMain_localization,Sad Ass,*sigh* What joy?,*zucht* Welke vreugde?
107,E5,E5_ZooMain_localization,Sad Ass,We used to be Comrades... but here... we're just competition...,We waren Kameraden... maar hier... zijn we gewoon tegenstanders...
108,E5,E5_ZooMain_localization,Sad Ass,*whimper*,*boe-hoe-hoe-hoe*
109,E5,E5_ZooMain_localization,Sad Ass,I thought that leaving the Farm and Mine behind would finally give my broken heart a chance to heal...,Ik dacht dat de Boederij en Mijn achterwege laten me misschien een kans zou geven mijn gebroken hart te helen...
110,E5,E5_ZooMain_localization,Sad Ass,That I could get a fresh start in a new job... in a new place.,Dat ik met een nieuwe job in een nieuwe plek... aan een nieuwe start kon beginnen.
111,E5,E5_ZooMain_localization,Sad Ass,But... now I just feel like I'm carrying the past alone.,Maar... nu voelt het toch maar alsof ik mijn hele verleden alleen draag.
112,E5,E5_ZooMain_localization,Sad Ass,And you have all moved on without me.,En jullie allemaal zonder mij zijn verdergegaan.
113,E5,E5_ZooMain_localization,Sad Ass,*whimper*,*boe-hoe-hoe-hoe*
114,E5,E5_ZooMain_localization,Sad Ass,...,...
115,E5,E5_ZooMain_localization,Sad Ass,Someone once said to me that if you aren't doing something that brings you joy...,Iemand zei me ooit dat wanneer je iets doet dat je geen vreugde brengt...
116,E5,E5_ZooMain_localization,Sad Ass,You should do something different.,Dat je dan iets anders moet doen.
117,E5,E5_ZooMain_localization,Sad Ass,Slow Ass... I'm really glad you all found something you that brings you joy everyday...,Slome Ezel... Ik ben blij dat je iets gevonden hebt dat je elke dag weer vreugde geeft...
118,E5,E5_ZooMain_localization,Sad Ass,I guess... I'm still searching.,Ik denk... dat ik gewoon nog wat moet zoeken.
119,E5,E5_ZooMain_localization,Sad Ass,So...,Dus...
120,E5,E5_ZooMain_localization,Sad Ass,Today's my final day.,Vandaag is het mijn laatste dag.
121,E5,E5_ZooMain_localization,Sad Ass,I'm leaving.,Ik vertrek.
122,E5,E5_ZooMain_localization,Sad Ass,There's nothing you can say that will make me stay.,Niet wat je zegt kan mij hier doen blijven.
123,E5,E5_ZooMain_localization,Sad Ass,I've made up my mind.,Ik heb mijn beslissing genomen.
124,E5,E5_ZooMain_localization,Sad Ass,I don't know what'll bring me joy...,Ik weet niet wat mij vreugde bengt...
125,E5,E5_ZooMain_localization,Sad Ass,But I know I won't find it here with you all.,Maar ik weet dat dit niet met ieder van jullie hier te vinden valt.
126,E5,E5_ZooMain_localization,Sad Ass,Let's not make a big thing out of this.,Laten we dit niet groter maken dan dat het is.
127,E5,E5_ZooMain_localization,Sad Ass,I'll be gone by morning.,Ik ben weg tegen de ochtend.
128,E5,E5_ZooMain_localization,Sad Ass,Tell the others for me.,Zeg het aan de anderen voor mij.
129,E5,E5_ZooMain_localization,Sad Ass,...,...
130,E5,E5_ZooMain_localization,Sad Ass,I always thought we were a lot alike.,Ik dacht altijd dat we een beetje hetzelfde waren.
131,E5,E5_ZooMain_localization,Sad Ass,Goodbye Slow Ass.,Tot ziens Slome Ezel.
132,E5,E5_ZooMain_localization,Sad Ass,Goodbye.,Tot ziens.
133,E6,E6_Nightmare_localization,Sad Ass,Hullo Comrade...,Hallo'kes Kameraad...
134,E6,E6_Nightmare_localization,Sad Ass,Thanks again for taking Lazy's shift today.,Bedankt nogmaals da ge de shift van Luie overneemt vandaag.
135,E6,E6_Nightmare_localization,Sad Ass,I love seeing her when she is happy.,Ik zie haar zo graag als ze blij is...
136,E6,E6_Nightmare_localization,Sad Ass,Who could say no to Lazy's beautiful grey eyes?,Wie zou nee kunnen zeggen tegen Luie haar prachtige grijze ogen...
137,E6,E6_Nightmare_localization,Sad Ass,HAHAHAHAHAHAHAHAHAHA...,HAHAHAHAHAHAHAHAHAHA...
138,E6,E6_BattleHard_localization,Sad Ass,Time to put you out of YOUR misery...,Tijd om u uit UW lijden te verlossen...
139,E6,E6_World_localization,Sad Ass,Hullo Sturdy!,Ohh... hallo Stevige!
140,E6,E6_World_localization,Sad Ass,Turns out that tending to the memories of our lost loved ones is something I'm really good at...,Blijkt da ik goed ben in het zorgen voor de herinneringen aan onze verloren geliefden... da's iets waar ik echt goed in ben...
141,E6,E6_World_localization,Sad Ass,"Sometimes, being on your own isn't so lonely...",Soms... is alleen zijn nie zo eenzaam...
142,E6,E6_World_localization,Sad Ass,"Take care, Comrade.","Pas goed op uzelf, Kameraad."
143,E6,E6_World_localization,Sad Ass,Time to get back to work...,Tijd om terug aan 't werk te gaan...
144,E6,E6_World_localization,Sad Ass,... seven kinds of what?,... zeven soorten van wa?
145,E6,E6_World_localization,Sad Ass,"... but wait, seven kinds of wh—","... maar wacht, zeven soorten wa—"
146,E6,E6_World_localization,Sad Ass,"I'm coming too, Comrades...","Ik kom ook mee, Kameraden..."
147,E7,E7_Holding1_localization,Sad Ass,We're not at the Circus anymore...,We zijn nie meer in het Circus...
148,E7,E7_Skinning_localization,Sad Ass,...me too.,...ik ook.
149,E7,E7_Skinning_localization,Sad Ass,...me too.,...ik ook.
150,E7,E7_Chilling_localization,Sad Ass,*whimper*,"""*boehoehoe*"""
151,E7,E7_Chilling_localization,Sad Ass,You know... it wouldn't hurt to try...,Weet ge... 't zou geen kwaad kunnen om te proberen...
152,E7,E7_Chilling_localization,Sad Ass,It'd be nice to sing it together.,'t Zou fijn zijn om de zang samen te zingen.
153,E7,E7_Boiling_localization,Sad Ass,Are we a pair too...?,Zijn wij ook een paar...?
154,E7,E7_Boiling_localization,Sad Ass,Hurry up!,Schiet op!
155,E7,E7_BigJob_localization,Sad Ass,After everything Humans have done to us Asses?,Na alles wa Mensen ons Ezels aangedaan hebben?
156,E7,E7_BigJob_localization,Sad Ass,But... if you go back—the Humans'll kill you.,Maar... als ge teruggaat—de Mensen gaan u doodmaken.
157,E7,E7_BigJob_localization,Sad Ass,And your Soul will be stuck here... *whimper*,En je Ziel zal hier vastzitten... *boehoehoe*
158,E7,E7_CityStreet_localization,Sad Ass,*whimper*,*boehoehoe*
159,E10,E10_Slow_localization,Sad Ass,It'll be impossible to find the others in this mess...,Het gaat onmogelijk zijn om de anderen te vinden in deze bende...
160,E10,E10_Slow_localization,Sad Ass,I have a bad feeling about this...,Ik heb daar geen goed gevoel bij...
161,E10,E10_Nice_localization,Sad Ass,"Comrade, what are you doing here?","Kameraad, wat doe je hier?"
162,E10,E10_Nice_localization,Sad Ass,"Oh Nice, you've always come to my rescue... I'm glad I can come to yours for once...","Oh Lieve, jij zijt altijd mij komen redden... Ik ben blij dat ik voor één keer u kan komen redden..."
163,E10,E10_Nice_localization,Sad Ass,"Let's go, Comrade.","Kom, Kameraad."
164,E10,E10_Nice_localization,Sad Ass,Nice Ass? You saved me... again?,Lieve Ezel? Je hebt me...opnieuw gered?
165,E10,E10_Nice_localization,Sad Ass,Even after I chose to leave Fannyside?,Zelfs nadat ik ervoor gekozen heb om Muilegem te verlaten?
166,E10,E10_Nice_localization,Sad Ass,I guess I can always count on you no matter what trouble I end up in...,"Ik denk dat ik altijd op u kan rekenen, in welke problemen ik ook verzeild raak..."
167,E10,E10_Sad_localization,Sad Ass,I'm done with mourning Comrades...,"Ik ben klaar met rouwen, Kameraden..."
168,E10,E10_Sad_localization,Sad Ass,*whimper*,*boe-hoe-hoe-hoe*
169,E10,E10_Hard_localization,Sad Ass,We are...,Dat zijn we...
170,E10,E10_Government_localization,Sad Ass,Tell the Humans that we want respect for our dead and a place to mourn...,Zeg tegen de Mensen dat we respect willen voor onze doden en een plek om te rouwen...
171,E10,E10_Government_localization,Sad Ass,Tell the Humans that we won't perform anymore silly tricks to make them smile...,Zeg de Mensen dat we geen dwaze trucjes meer gaan doen om hen te laten lachen...
172,E10,E10_Government_localization,Sad Ass,*sigh* I hope they will listen...,*zucht* Ik hoop dat ze zullen luisteren...
