index,episode,sheet,speaker,english,dutch
21,E9,E9_BadCave_localization,Cole-Machine,Do not try to break the Machine.,Probeer de machine niet kapot te maken.
22,E9,E9_BadCave_localization,Cole-Machine,Interrupting the process would sever the bridge and destroy her Soul.,Het proces onderbreken zou de brug verbreken en haar Ziel vernietigen.
23,E9,E9_BadCave_localization,Cole-Machine,You're not dreaming. I am a Machine and I do have a Soul.,Ge droomt niet. Ik ben een Machine en ik heb wél een Ziel.
24,E9,E9_BadCave_localization,Cole-Machine,I'm Cole Butte.,Ik ben Piet Vanscheetvelde.
25,E9,E9_BadCave_localization,Cole-Machine,What I'm about to tell you will sound impossible—sometimes I don't even believe it myself.,"Wat ik u nu ga vertellen, dat gaat onmogelijk klinken — soms geloof ik het zelf niet eens."
26,E9,E9_BadCave_localization,Cole-Machine,But every word of it is true.,Maar elk woord ervan is waar.
27,E9,E9_BadCave_localization,Cole-Machine,Everybody thought I died in the cave-in along with Lazy.,"Iedereen dacht dat ik gestorven was in die instorting, samen met Luie."
28,E9,E9_BadCave_localization,Cole-Machine,"When in reality, the Gods transformed me into a donkey.",Terwijl in werkelijkheid DE GODEN mij in nen Ezel hadden veranderd.
29,E9,E9_BadCave_localization,Cole-Machine,"As Lazy died, she tried to sing the Song of Ascension for herself.","Toen Luie stierf, probeerde ze de Ezelenhemelvaartszangderzielen voor zichzelf te zingen."
30,E9,E9_BadCave_localization,Cole-Machine,"But instead of her Soul going to the Astral Plane, mine did.","Maar in plaats van dat haar Ziel naar het Astrale Hiernamaals ging, was het de mijne."
31,E9,E9_BadCave_localization,Cole-Machine,My Human Soul wasn't allowed in.,Mijn Mensenziel werd niet binnengelaten.
32,E9,E9_BadCave_localization,Cole-Machine,It was rejected and returned to this world.,Hij werd afgewezen en teruggestuurd naar deze wereld.
33,E9,E9_BadCave_localization,Cole-Machine,"I did try to save Lazy, but her injuries were too severe.","Ik heb wel geprobeerd om Luie te redden, maar haar verwondingen waren te zwaar."
34,E9,E9_BadCave_localization,Cole-Machine,Look Sturdy.,Luister Stevige.
35,E9,E9_BadCave_localization,Cole-Machine,"All my life, I've been forced to be someone I didn't want to be. Do things I didn't want to do.",Heel mijn leven lang hebben ze mij gedwongen om iemand te zijn die ik niet wou zijn. Dingen te doen die ik niet wou doen.
36,E9,E9_BadCave_localization,Cole-Machine,But I'm done.,Maar ik zen d'r klaar mee.
37,E9,E9_BadCave_localization,Cole-Machine,"So, I'm making my own decisions now.","Dus, ik maak nu mijn eigen beslissingen."
38,E9,E9_BadCave_localization,Cole-Machine,And you should let the kid make her own decisions too.,En ge zou dat kind ook haar eigen beslissingen moeten laten maken.
39,E9,E9_BadCave_localization,Cole-Machine,{s}{s=20}Are. You. Fucking. Kidding. Me.{/s},{s}{s=20}Ge. Meent. Dit. Godverdomme. Niet.{/s}
40,E9,E9_BadCave_localization,Cole-Machine,WHY CAN'T THIS FUCKING MINE STOP CAVING IN?!,WAAROM KAN DIE GODVERDOMSE MIJN NIET STOPPEN MET INSTORTEN?!
41,E9,E9_BadCave_localization,Cole-Machine,"EVERYBODY GET OUT OF HERE, NOW!",IEDEREEN WEG HIER!
42,E9,E9_MineEscape_localization,Cole-Machine,Pull the cables!,Trek aan de kabels!
43,E9,E9_MineEscape_localization,Cole-Machine,"Kid, the cable is about to snap—let's go back-to-back!","Kleine, die kabel staat op springen—allez, rug tegen rug!"
44,E9,E9_MineEscape_localization,Cole-Machine,One step at a time!,Stap voor stap!
45,E9,E9_MineEscape_localization,Cole-Machine,Everyone together—JUMP!,Allemaal tesamen—SPRINGEN!
46,E9,E9_MineEscape_localization,Cole-Machine,WHAT THE FUCK IS TAKING SO LONG?,WAT DE FOK DUURT ZO LANG?!
47,E9,E9_MineEscape_localization,Cole-Machine,I can't hold this ceiling up much longer!,'k Kan dit plafond niet veel langer meer omhoog houden!
48,E9,E9_GoldenAss_localization,Cole-Machine,What the fuck happened...?,Wat de fok is er gebeurd...?
49,E9,E9_GoldenAss_localization,Cole-Machine,What the fuck...?,Wat de fok...?
50,E9,E9_GoldenAss_localization,Cole-Machine,You fuckers turned me into a donkey!,Gelle klootzakken hebt mij in nen ezel veranderd!
51,E9,E9_GoldenAss_localization,Cole-Machine,No.,Nee.
52,E9,E9_GoldenAss_localization,Cole-Machine,No.,Nee.
53,E9,E9_GoldenAss_localization,Cole-Machine,No thanks.,"Nee, bedankt."
54,E9,E9_GoldenAss_localization,Cole-Machine,I don't believe in leaders.,'k Geloof nie in leiders.
55,E9,E9_GoldenAss_localization,Cole-Machine,And I don't want anything to do with you fuckers after what you did to me.,En 'k wil niks meer te maken hebben met jullie klootzakken na wat ge mij hebt aangedaan.
56,E9,E9_GoldenAss_localization,Cole-Machine,Don't care.,Kan mij nie schelen.
57,E9,E9_GoldenAss_localization,Cole-Machine,I already have a radical vision of the world.,'k Heb al een radicale visie op de wereld.
58,E9,E9_GoldenAss_localization,Cole-Machine,...,...
59,E9,E9_GoldenAss_localization,Cole-Machine,Can the first stop be Mecha City?,Kan de eerste stop Mechalen zijn?
60,E9,E9_GoldenAss_localization,Cole-Machine,"And at no point is this process going to turn me into a donkey again, is it?","En op geen enkel moment gaat da proces mij weer in nen Ezel veranderen, hé?"
61,E9,E9_GoldenAss_localization,Cole-Machine,Fine. I'll be your Prophet.,Goed. 'k Zal uw Profeet zijn.
62,E9,E9_GoldenAss_localization,Cole-Machine,Hey kid. This isn't goodbye.,"Ey, kleine. Dit is geen afscheid."
63,E9,E9_GoldenAss_localization,Cole-Machine,I'll see you in Mecha City.,'k Zie u in Mechalen.
64,E9,E9_GoldenAss_localization,Cole-Machine,Don't abandon your Mother.,Laat uw Moeder nie in de steek.
65,E9,E9_GoldenAss_localization,Cole-Machine,"She won't say it, but she needs you.","Ze zal 't nie zeggen, maar ze heeft u nodig."
66,E9,E9_GoldenAss_localization,Cole-Machine,"Kid, you really want to be a Prophet for these fuckers?","Kleine, wilt ge echt een Profeet zijn voor da stelleke klootzakken?"
67,E9,E9_GoldenAss_localization,Cole-Machine,Then go.,Ga dan.
68,E9,E9_GoldenAss_localization,Cole-Machine,I'll come find you in Mecha.,'k Kom u zoeken in Mechalen.
69,E9,E9_GoldenAss_localization,Cole-Machine,"And I'll look after your Mother, too.",En 'k zal ook over uw Moeder waken.
70,E9,E9_GoldenAss_localization,Cole-Machine,She'll be safe with me.,Ze is veilig bij mij.
71,E9,E9_GoldenAss_localization,Cole-Machine,Where are the others?,Waar zijn de anderen?
72,E9,E9_GoldenAss_localization,Cole-Machine,Pull yourself together.,Verman je.
73,E9,E9_GoldenAss_localization,Cole-Machine,I'm going to Mecha City.,'k Ga naar Mechalen.
74,E9,E9_GoldenAss_localization,Cole-Machine,And you're coming with me.,En ge komt mee.
75,E9,E9_GoldenAss_localization,Cole-Machine,Come on. It'll take a few days on foot.,"Allez, komaan. 't Zal een paar dagen duren te voet."
76,E10,E10_Government_localization,Cole-Machine,What the fuck did you all do?,Wa de fok hebben jullie allemaal gedaan?!
77,E10,E10_Government_localization,Cole-Machine,Nice Ass? Of course the Fannyside idiots would be here...,Lieve Ezel? Natuurlijk dat die idioten van Muilegem hier zouden zijn...
78,E10,E10_Government_localization,Cole-Machine,Mecha's Parliament is a place of democracy!,Het parlement van Mechalen is een plek van democratie!
79,E10,E10_Government_localization,Cole-Machine,Of intellectual endeavours and progress.,Van intellectuele inspanningen en vooruitgang.
80,E10,E10_Government_localization,Cole-Machine,And you've shit all over it!,En gij hebt er overal uw stront aan geveegd!
81,E10,E10_Government_localization,Cole-Machine,Mecha's citizens are rational beings!,De burgers van Mechalen zijn rationele wezens!
82,E10,E10_Government_localization,Cole-Machine,I do know what it's like to be treated like an Ass.,'k Weet wél hoe 't is om als nen Ezel behandeld te worden.
83,E10,E10_Government_localization,Cole-Machine,It's terrible.,'t Is verschrikkelijk.
84,E10,E10_Government_localization,Cole-Machine,And unfair.,En onrechtvaardig.
85,E10,E10_Government_localization,Cole-Machine,You've all come from places where you have been mistreated by Humans.,Ge komt allemaal van plaatsen waar ge mishandeld zijt door Mensen.
86,E10,E10_Government_localization,Cole-Machine,"But Mecha's citizens are not like the others. They value science, progress, and reason.","Maar de burgers van Mechalen zijn niet zoals de rest. Die hechten waarde aan wetenschap, vooruitgang, en rede."
87,E10,E10_Government_localization,Cole-Machine,"Once they learn to see the world from your perspective, they will work with us to change the ways of Humans everywhere.","Zodra ze de wereld leren zien door jullie ogen, zullen ze samen met ons de mensen wereldwijd tot nadenken brengen."
88,E10,E10_Government_localization,Cole-Machine,"If you tell me your demands, I will relay them to the citizens of Mecha in their own language.","Als ge mij uw eisen vertelt, kameraden, dan geef 'k die door aan de burgers van Mechalen — in hun eigen taal."
89,E10,E10_Government_localization,Cole-Machine,Let's get this started...,"Allez, laat ons beginnen..."
90,E10,E10_Government_localization,Cole-Machine,Umm...No. There's got to be one decent idea here somewhere. Not yet.,Eumm...Nee. D'r moet toch ergens één deftig idee te vinden zijn hier. Nog nie.
91,E10,E10_Government_localization,Cole-Machine,Let's get it over with.,"Komaan, laat ons d'r van af zijn."
92,E10,E10_ProphetSpeech_localization,Cole-Machine,People of Mecha.,Kameraden van Mechalen.
93,E10,E10_ProphetSpeech_localization,Cole-Machine,When you think of Mecha—what do you think of?,Als ge aan Mechalen denkt—waar denkt ge dan aan?
94,E10,E10_ProphetSpeech_localization,Cole-Machine,A place of scientific ingenuity? A bastion of democracy?,Een oord van wetenschappelijk vernuft? Een bastion van democratie?
95,E10,E10_ProphetSpeech_localization,Cole-Machine,That's what I think of too.,Dat is wat ik er ook van denk.
96,E10,E10_ProphetSpeech_localization,Cole-Machine,But what do you think these donkeys think of when they think of Mecha?,Maar wa denkt ge dat die Ezels denken als ze aan Mechalen denken?
97,E10,E10_ProphetSpeech_localization,Cole-Machine,They think of pain and violence.,Die denken aan pijn en geweld.
98,E10,E10_ProphetSpeech_localization,Cole-Machine,They think of Human greed.,Ze denken aan de hebzucht van de Mensen.
99,E10,E10_ProphetSpeech_localization,Cole-Machine,"The only reason any of us are here today, is because Humans have commodified their labour and their bodies.","De enige reden dat iemand van ons hier vandaag zit, is omdat Mensen hun arbeid en hun lichamen tot koopwaar gemaakt hebben."
100,E10,E10_ProphetSpeech_localization,Cole-Machine,But if we can collectively imagine Technologies designed to improve the world...,Maar als we ons collectief Technologieën kunnen voorstellen die ontworpen zijn om de wereld te verbeteren...
101,E10,E10_ProphetSpeech_localization,Cole-Machine,Then surely we can imagine a future where Humans and donkeys can co-exist without exploitation.,Dan kunnen we toch godverdomme ook een toekomst inbeelden waar Mensen en Ezels kunnen samenleven zonder uitbuiting.
102,E10,E10_ProphetSpeech_localization,Cole-Machine,Let's think through this situation using reason.,"Allez, laat ons deze situatie eens doordacht bekijken met de rede."
103,E10,E10_ProphetSpeech_localization,Cole-Machine,These donkeys are occupying your Parliament building.,Die Ezels bezetten uw parlementsgebouw.
104,E10,E10_ProphetSpeech_localization,Cole-Machine,That much is obvious.,Dat is duidelijk.
105,E10,E10_ProphetSpeech_localization,Cole-Machine,We can suppose that you are not happy about this occupation and that you want them to leave.,We kunnen veronderstellen dat ge niet blij zijt met deze bezetting en dat ge wilt dat ze vertrekken.
106,E10,E10_ProphetSpeech_localization,Cole-Machine,And you are not happy about their occupation because you do not see them as equals to the citizens of Mecha.,En ge zijt niet content over hun bezetting omdat ge die Ezels niet als gelijken ziet van de burgers van Mechalen.
107,E10,E10_ProphetSpeech_localization,Cole-Machine,"But if you expel them today, they'll likely be captured, only to possibly escape again and try to occupy the building again.","Maar als ge ze vandaag buitengooit, worden ze hoogstwaarschijnlijk gevangen, om dan misschien weer te ontsnappen en het gebouw opnieuw te bezetten."
108,E10,E10_ProphetSpeech_localization,Cole-Machine,"And if you let them stay, then you'll lose your Parliament and you'll feel threatened by what the donkeys might do next.","En als ge ze laat blijven, dan verliest ge uw Parlement en dan voelt ge u bedreigd door wat de Ezels hierna zouden kunnen doen."
109,E10,E10_ProphetSpeech_localization,Cole-Machine,The logical way out of this cyclical predicament is to compromise.,De logische uitweg uit dit cyclisch dilemma is een compromis.
110,E10,E10_ProphetSpeech_localization,Cole-Machine,"Towards that end, the donkeys have prepared a number of demands for you.",Met dat doel voor ogen hebben de Ezels een aantal eisen voor u opgesteld.
111,E10,E10_ProphetSpeech_localization,Cole-Machine,Their top demands are:,Hun belangrijkste eisen zijn:
112,E10,E10_ProphetSpeech_localization,Cole-Machine,{$ManifestoVar0},{$ManifestoVar0}
113,E10,E10_ProphetSpeech_localization,Cole-Machine,{$ManifestoVar1},{$ManifestoVar1}
114,E10,E10_ProphetSpeech_localization,Cole-Machine,{$ManifestoVar2},{$ManifestoVar2}
115,E10,E10_ProphetSpeech_localization,Cole-Machine,{$ManifestoVar3},{$ManifestoVar3}
116,E10,E10_ProphetSpeech_localization,Cole-Machine,{$ManifestoVar4},{$ManifestoVar4}
117,E10,E10_ProphetSpeech_localization,Cole-Machine,Some of these demands are more difficult to achieve than others.,Sommige van die eisen zijn moeilijker te bereiken dan andere.
118,E10,E10_ProphetSpeech_localization,Cole-Machine,"Yet, all of us here, both Humans and donkeys, are rational beings.","Toch zijn wij hier allemaal, zowel Mensen als Ezels, rationele wezens, kameraaden."
119,E10,E10_ProphetSpeech_localization,Cole-Machine,We have the ability to accept these demands and transform the world for the betterment of these donkeys.,We hebben het vermogen om die eisen te aanvaarden en de wereld te veranderen voor het welzijn van die Ezels.
120,E10,E10_ProphetSpeech_localization,Cole-Machine,"But you're probably not going to do anything, are you?","Maar ge gaat er godverdomme waarschijnlijk niet aan doen, hè?"
121,E10,E10_ProphetSpeech_localization,Cole-Machine,You're not going to fight for their rights or go to their protests.,Ge gaat niet vechten voor hun rechten of naar hun Protesten gaan.
122,E10,E10_ProphetSpeech_localization,Cole-Machine,"You're just going to keep being stuck in a cycle, doomed to repeat the same stupid mistakes.","Ge gaat gewoon blijven vastzitten in datzelfde godverdomme rondje, gedoemd om dezelfde stomme fouten te herhalen."
123,E10,E10_ProphetSpeech_localization,Cole-Machine,We're not better than these donkeys.,We zijn niet beter dan die Ezels.
124,E10,E10_ProphetSpeech_localization,Cole-Machine,We're all stuck in a bad situation.,We zitten allemaal vast in een klote situatie.
125,E10,E10_ProphetSpeech_localization,Cole-Machine,"Like you, these Asses think of themselves as political animals.",Net als gij denken deze Ezels van zichzelf dat ze politieke dieren zijn.
126,E10,E10_ProphetSpeech_localization,Cole-Machine,But they believe that simply voting for a leader is sufficient work by itself.,Maar ze geloven dat gewoon stemmen op nen leider op zich al genoeg werk is.
127,E10,E10_ProphetSpeech_localization,Cole-Machine,Then they idly sit in the back and spectate while the few become corrupt with power.,En dan zitten ze godverdomme op hun luie gat achteraan toe te kijken terwijl die paar uitverkorenen corrupt worden van de macht.
128,E10,E10_ProphetSpeech_localization,Cole-Machine,"Like you, these Asses think of themselves as intelligent animals.","Net als gij, kameraad, denken deze Ezels van zichzelf dat ze intelligente dieren zijn."
129,E10,E10_ProphetSpeech_localization,Cole-Machine,But all of their intelligence is being misused under the guise of neoliberal agendas.,Maar al hun intelligentie wordt godverdomme misbruikt onder het mom van neoliberale agenda's.
130,E10,E10_ProphetSpeech_localization,Cole-Machine,"Their labour is feeding the capitalists and they're too stupid, too tired, and too angry to see the big picture.","Hun arbeid voert de kapitalisten vet, en ze zijn te stom, te moe en te kwaad om het grote plaatje te zien."
131,E10,E10_ProphetSpeech_localization,Cole-Machine,"Like you, most of these Asses don't see themselves as political or intelligent animals.",Net als gij zien de meeste van die Ezels zichzelf niet als politieke of intelligente dieren.
132,E10,E10_ProphetSpeech_localization,Cole-Machine,They have been deprived of their agency and they lack the courage necessary to meaningfully participate in their society.,Ze zijn beroofd van hun eigen wil en ze missen godverdomme de moed om op een betekenisvolle manier deel te nemen aan hun maatschappij.
133,E10,E10_ProphetSpeech_localization,Cole-Machine,"They follow their leaders blindly, driven by nothing but a banal curiosity for destruction.","Ze volgen hun leiders godverdomme blindelings, gedreven door niks anders dan een banale nieuwsgierigheid naar destructie."
134,E10,E10_ProphetSpeech_localization,Cole-Machine,We've all spent too much of our lives following shitty leaders.,We hebben godverdomme allemaal veel te lang schijt-leiders gevolgd.
135,E10,E10_ProphetSpeech_localization,Cole-Machine,Fathers. Teachers. Bosses.,Vaders. Leraars. Bazen.
136,E10,E10_ProphetSpeech_localization,Cole-Machine,We thought these leaders would take care of us—all of us.,We dachten dat die leiders voor ons zouden zorgen—voor ons allemaal.
137,E10,E10_ProphetSpeech_localization,Cole-Machine,"But time and time again, they fail us.",Maar keer op keer laten ze ons godverdomme in de steek.
138,E10,E10_ProphetSpeech_localization,Cole-Machine,I'm not here to lead you.,Ik ben hier niet om u te leiden.
139,E10,E10_ProphetSpeech_localization,Cole-Machine,So don't follow me. Don't follow anyone.,Dus volg mij niet. Volg niemand niet.
140,E10,E10_ProphetSpeech_localization,Cole-Machine,Make your own damn choices.,Maakt uw eigen godverdomse keuzes.
141,E10,E10_ProphetSpeech_localization,Cole-Machine,"If our leaders are telling us that these Animals do not deserve to live, and we think otherwise...","Als onze leiders ons vertellen dat die Dieren niet verdienen om te leven, en wij daar anders over denken..."
142,E10,E10_ProphetSpeech_localization,Cole-Machine,Then the only logical thing for us to do is...,Dan is het enige logische dat we kunnen doen...
143,E10,E10_ProphetSpeech_localization,Cole-Machine,THROW OUT OUR LEADERS—,BUITENGEGOOID MET ONZE LEIDERS—
144,E10,E10_Epilogue_localization,Cole-Machine,Hey! Are you listening?,Ey! Luistert ge wel?!
145,E10,E10_Epilogue_localization,Cole-Machine,Collective and direct action is our only solution.,Collectieve en directe actie is onze enige oplossing.
146,E10,E10_Epilogue_localization,Cole-Machine,You can't just ignore the injustices that other Animals are facing.,Ge kunt toch nie zomaar de onrechtvaardigheden negeren waar andere Dieren mee te maken hebben.
147,E10,E10_Epilogue_localization,Cole-Machine,Your apathy is actively perpetuating systems of exploitation for all living beings.,"Uw apathie houdt actief systemen van uitbuiting in stand voor alle levende wezens, godverdomme."
148,E10,E10_Epilogue_localization,Cole-Machine,We share the same fucking struggle—,Wij zitten in dezelfde godverdomse strijd—
149,E10,E10_Epilogue_localization,Cole-Machine,We should hurry.,We moeten opschieten.
150,E10,E10_Epilogue_localization,Cole-Machine,There are Humans coming down the road.,D'r komen Mensen langs de straat aan.
151,E10,E10_Epilogue_localization,Cole-Machine,The next Farm is a day's walk away.,De volgende Boerderij is een dagreis ver.
152,E10,E10_Epilogue_localization,Cole-Machine,We've told them our story. It's up to them now.,We hebben hun ons verhaal verteld. 't Is nu aan hen.
153,E10,E10_Epilogue_localization,Cole-Machine,Do you think they'll join us?,Denkt ge da ze bij ons gaan aansluiten?
