index,episode,sheet,speaker,english,dutch
103,E5,E5_ZooMain_localization,Slow Ass,...not even a goodb-b-bye!,...niet eens s-s-salut gezegd.
104,E5,E5_ZooMain_localization,Slow Ass,B-b-but shouldn't we look for him?,M-m-moeten we hem dan niet gaan zoeken?
105,E5,E5_ZooMain_localization,Slow Ass,I guess it is one less Ass to comp-p-pete with.,Misschien d-d-dan toch één Ezel minder...
106,E5,E5_ZooMain_localization,Slow Ass,May the b-b-est Ass win!,Moge de b-b-beste Ezel winnen!
107,E5,E5_ZooMain_localization,Slow Ass,B-b-bring it on!,K-k-kom maar op!
108,E5,E5_ZooCapture_localization,Slow Ass,I still can't b-b-believe that my p-p-poor b-b-bones didn't let me down!,Ik k-k-kan nog altijd niet g-g-geloven dat mijn b-b-beenderen het niet b-b-begeven hebben!
109,E5,E5_ZooCapture_localization,Slow Ass,Huh?,Hé?
110,E5,E5_ZooCapture_localization,Slow Ass,What hap-p-p—?,Wat is er geb-b-b—?
111,E5,E5_ZooCapture_localization,Slow Ass,OH NO!,OH NEE!
112,E5,E5_ZooCapture_localization,Slow Ass,It's u-p-p-p to ME to rescue them?!,Het is a-a-aan mij om ze te r-r-redden?
113,E5,E5_ZooCapture_localization,Slow Ass,Oh b-b-boy....,O j-j-jongens.
114,E5,E5_ZooCapture_localization,Slow Ass,OH NO!,O NEE!
115,E5,E5_ZooCapture_localization,Slow Ass,It's u-p-p-p to ME to rescue the others?!,Het is a-a-aan mij om ze te r-r-redden?
116,E5,E5_ZooCapture_localization,Slow Ass,But I'll run out of ointment...,Maar ik ga z-z-zonder zalf z-z-zitten...
117,E6,E6_World_localization,Slow Ass,Hello everyb-b-body...,Hallo allemaal-b-b-b...
118,E6,E6_World_localization,Slow Ass,I'm supposed to b-b-be a Lion!,Ik b-b-ben eigenlijk een Leeuw!
119,E6,E6_World_localization,Slow Ass,"Thanks, b-b-but I'm here b-b-because I need your help-p-p!","Bedankt, m-m-maar ik b-b-ben hier omdat ik jullie hulp-p-p nodig heb-b-b!"
120,E6,E6_World_localization,Slow Ass,Something terrib-b-ble has hap-p-p-ened and I need your help-p-p!,Er is iets verschrikkelijks geb-b-beurd en ik heb jullie hulp-p-p nodig!
121,E6,E6_World_localization,Slow Ass,Oh b-b-boy... do you want the short version or the long version?,Oh b-b-boy... willen jullie de korte versie of de lange versie?
122,E6,E6_World_localization,Slow Ass,I'll do my b-b-best.,Ik zal mijn b-b-best doen.
123,E6,E6_World_localization,Slow Ass,It's a b-b-bit of story...,Het is een b-b-beetje een verhaal...
124,E6,E6_World_localization,Slow Ass,We found job-bs as p-performers in a Circus show.,We vonden b-b-baantjes als a-a-artiesten in een circusshow.
125,E6,E6_World_localization,Slow Ass,Humans travelled from far away to watch us p-pretend to be other animals!,Mensen kwamen van heinde en verre om ons te zien p-p-pretenderen dat we andere dieren waren!
126,E6,E6_World_localization,Slow Ass,"We took to the stage one at a time, b-but we worked as a team.","We b-b-betraden het p-podium één voor één, m-maar we werkten als een team."
127,E6,E6_World_localization,Slow Ass,You wouldn't have b-believed your eyes!,Je zou je ogen niet geloofd heb-b-ben!
128,E6,E6_World_localization,Slow Ass,"Smart was a dancing Gorilla, Kick did acrob-b-batics as a Zeb-bra,","Slimme was een dansende Gorilla, Stamp deed acrob-b-batiek als een Zeb-bra,"
129,E6,E6_World_localization,Slow Ass,"Sad had a b-bear routine on a b-bicycle, and B-Big was a b-ball catching elephant—","Triestige deed een b-b-berenact op een fiets, en M-Mega was een b-b-balvangende olifant—"
130,E6,E6_World_localization,Slow Ass,"Smart was a dancing Gorilla, Kick did acrob-b-batics as a Zeb-bra,","Slimme was een dansende Gorilla, Stamp deed acrob-b-batiek als een Zeb-bra,"
131,E6,E6_World_localization,Slow Ass,and B-B-Big was a b-b-ball catching Elep-phant—,en M-M-Mega was een b-b-bal vangende Olif-f-fant—
132,E6,E6_World_localization,Slow Ass,"And for the closing act, I b-bravely jump-ped through fire in my lion costume!",En voor de slotact sprong ik b-b-braaf door het vuur in mijn leeuwenp-p-pak!
133,E6,E6_World_localization,Slow Ass,B-but we ran into a terrib-ble p-problem.,M-m-maar we liepen tegen een verschrikkelijk p-p-probleem aan.
134,E6,E6_World_localization,Slow Ass,"Just when we thought we were going on tour, our B-Boss, Ringmaster Rico, B-BETRAYED US!","Net toen we dachten dat we op circustournee zouden gaan, heeft onze Circusdirecteur B-B-Baptiste, ONS V-V-VERRADEN!"
135,E6,E6_World_localization,Slow Ass,"After months of searching, we finally found job-bs at a Zoo.","Na maanden zoeken, hadden we eindelijk b-banen gevonden in een dierentuin."
136,E6,E6_World_localization,Slow Ass,"The long hours were b-brutal on my b-bones, so the nice Zookeep-per gave me Ointment to help-p my joint p-pain!","De lange uren waren b-brutaal voor mijn b-botten, dus de aardige dierenverzorgster gaf me Zalf om me te help-pen met mijn pijn!"
137,E6,E6_World_localization,Slow Ass,The Ointment help-ped me in the weekly comp-petition to see who was b-best at their job-b.,De Zalf help-pte me in de wekelijkse comp-petitie om te zien wie het b-beste was in zijn b-baan.
138,E6,E6_World_localization,Slow Ass,"Unfortunately, the race to the top-p made us comp-petitive.",Helaas maakte de race naar de top-p ons comp-p-petitief.
139,E6,E6_World_localization,Slow Ass,"One night after a long shift, Sad Ass said he had enough.",Op-p een avond na een lange dienst zei Triestige Ezel dat hij er genoeg van had.
140,E6,E6_World_localization,Slow Ass,He ran away from us and left us all b-behind.,Hij rende b-bij ons weg en liet ons allemaal achter.
141,E6,E6_World_localization,Slow Ass,"If you can b-believe it—I, surp-prisingly, won Ass of the Week!","Als je het kunt b-b-geloven—ík, tot mijn eigen verb-b-bazing, heb-b Ezel v/d Week gewonnen!"
142,E6,E6_World_localization,Slow Ass,"I tried my b-b-best, but {$String} won Ass of the Week!","Ik heb mijn b-b-best gedaan, maar {$String} won Ezel van de Week!"
143,E6,E6_World_localization,Slow Ass,"Right after the announcement, we ran into a terrib-ble p-problem!",Vlak na de aankondiging liepen we tegen een verschrikkelijk p-p-probleem aan!
144,E6,E6_World_localization,Slow Ass,"Our B-Boss, Zookeep-per Rose, B-BETRAYED US!","Onze B-Baas, Dierendokter D-Dina, heeft ons B-B-VERRADEN!"
145,E6,E6_World_localization,Slow Ass,Two Humans in b-black p-put our Comrades in a Truck-Machine.,Twee Mensen in het zwart hebben onze Kameraden in een Camion Machine ges-s-stopt.
146,E6,E6_World_localization,Slow Ass,I followed it all the way to the City.,Ik b-ben het helemaal gevolgd tot aan de Stad.
147,E6,E6_World_localization,Slow Ass,"There were tall b-buildings, and a b-big Factory that smelled so b-bad...","Daar waren hoge geb-b-bouwen, en een grote Fab-b-briek die zo verschrikkelijk stonk..."
148,E6,E6_World_localization,Slow Ass,That's where the Truck-Machine stop-ped.,Daar is de Camion Machine gestop-pt.
149,E6,E6_World_localization,Slow Ass,...,...
150,E6,E6_World_localization,Slow Ass,The others are in deep-p troub-b-b-b-b-ble!,De anderen zitten in diepe p-p-prob-b-b-b-b-blemen!
151,E6,E6_World_localization,Slow Ass,I'm b-begging you! P-please help-p!,Ik b-b-bid je! Help-p alsjeb-b-blieft!
152,E6,E6_World_localization,Slow Ass,"If I learned anything at the Circus, it's that the b-best show is an ensemble effort.","Als ik iets geleerd heb in het Circus, dan is het dat de b-b-beste show een ensemblep-p-prestatie is."
153,E6,E6_World_localization,Slow Ass,"We're a team, even when it ap-p-pears like we're not.","We zijn een team, ook al b-b-blijkt het soms van niet."
154,E6,E6_World_localization,Slow Ass,"If I learned anything at the Zoo, it's that nothing good comes out of comp-p-peting with each other.","Als ik iets geleerd heb in de Dierentuin, dan is het dat er niks goeds komt uit het b-b-beconcurreren van elkaar."
155,E6,E6_World_localization,Slow Ass,We're stronger as one Herd.,We zijn sterker als één Kudde.
156,E6,E6_World_localization,Slow Ass,"Sturdy, will you come with us? P-p-please?","Stevige, kom je met ons mee? P-p-please... alsjebbblieft?"
157,E10,E10_Slow_localization,Slow Ass,Smart and the others are b-bound to b-be here somewhere.,Slimme Ezel en de anderen z-z-zijn h-h-hier vast ergens.
158,E10,E10_Slow_localization,Slow Ass,Oof! They saw right through my costume...,*oef* Ze h-h-hebben dwars door mijn kostuum heen gekeken...
159,E10,E10_Slow_localization,Slow Ass,Oof! If only I had my Ointment...,*oef* H-h-had ik maar mijn Zalf...
160,E10,E10_Hard_localization,Slow Ass,Wait—,W-wacht—
161,E10,E10_Hard_localization,Slow Ass,Where's B-Big Ass?,W-ww-aar is M-Mega Ezel?
162,E10,E10_Hard_localization,Slow Ass,B-But I'd hold everyb-b-body back.,M-Maar ik zou iedereen n-n-naar beneden halen.
163,E10,E10_Hard_localization,Slow Ass,"Smart Ass, come up with a new P-P-Plan!","Slimme Ezel, bedenk een n-n-nieuw Plan!"
164,E10,E10_Hard_localization,Slow Ass,We're all on the same side.,W-w-we staan allemaal aan dezelfde kant.
165,E10,E10_Government_localization,Slow Ass,Tell the Humans that we can't work at a p-pace where we have to hurt ourselves to keep-p our Job-bs.,Z-zeg tegen de Mensen dat we niet kunnen werken in een t-tempo waar we onszelf moeten bezeren om onze b-baan te h-houden.
166,E10,E10_Government_localization,Slow Ass,Thanks... I feel rep-p-presented.,Bedankt... ik voel me g-g-gerepresenteerd.
